feedback_id,customer_name,feedback,date,product,clean_feedback
362,Karthik,Acceptable performance,2025-10-14,Smart Watch,acceptableperformance
363,Suresh,Nothing special,2025-03-21,Smart Watch,nothingspecial
364,Karthik,Very bad experience and disappointed,2025-06-05,E-commerce,verybadexperienceanddisappointed
365,Arun,"Amazing experience, highly recommend",2025-07-18,Internet Service,amazingexperiencehighlyrecommend
366,Manoj,Worst product ever,2025-07-04,Banking App,worstproductever
367,Anitha,Very bad experience and disappointed,2025-07-21,Laptop,verybadexperienceanddisappointed
368,Manoj,Customer support did not respond,2025-07-25,Mobile,customersupportdidnotrespond
369,Divya,Nothing special,2025-07-03,Smart Watch,nothingspecial
370,Karthik,Poor quality and waste of money,2025-09-20,Headphones,poorqualityandwasteofmoney
371,Suresh,Excellent quality and very satisfied,2025-07-22,E-commerce,excellentqualityandverysatisfied
372,Manoj,Very bad experience and disappointed,2025-05-16,Smart Watch,verybadexperienceanddisappointed
373,Rahul,Delivery was too late,2025-10-24,E-commerce,deliverywastoolate
374,Divya,Support team was very helpful,2025-01-31,Smart Watch,supportteamwasveryhelpful
375,Rahul,Great service and fast delivery,2025-09-28,Headphones,greatserviceandfastdelivery
376,Sneha,Decent product,2025-07-21,Banking App,decentproduct
377,Karthik,Acceptable performance,2025-05-23,Banking App,acceptableperformance
378,Karthik,Great service and fast delivery,2025-05-22,Headphones,greatserviceandfastdelivery
379,Divya,Delivery was too late,2025-07-24,Banking App,deliverywastoolate
380,Divya,Nothing special,2025-05-01,Mobile App,nothingspecial
381,Priya,"Amazing experience, highly recommend",2025-01-05,Smart Watch,amazingexperiencehighlyrecommend
382,Priya,Worst product ever,2025-04-29,Internet Service,worstproductever
383,Divya,Okay for the price,2025-10-03,E-commerce,okayfortheprice
384,Sneha,Decent product,2025-06-01,E-commerce,decentproduct
385,Suresh,"Amazing experience, highly recommend",2025-04-06,Internet Service,amazingexperiencehighlyrecommend
386,Rahul,Very bad experience and disappointed,2025-09-29,E-commerce,verybadexperienceanddisappointed
387,Divya,Decent product,2025-05-25,Laptop,decentproduct
388,Divya,Nothing special,2025-01-02,Internet Service,nothingspecial
389,Karthik,Excellent quality and very satisfied,2025-01-29,E-commerce,excellentqualityandverysatisfied
390,Sneha,Average experience,2025-07-13,Mobile App,averageexperience
391,Rahul,Customer support did not respond,2025-01-19,E-commerce,customersupportdidnotrespond
392,Priya,Average experience,2025-04-06,E-commerce,averageexperience
393,Priya,Poor quality and waste of money,2025-09-25,Mobile App,poorqualityandwasteofmoney
394,Arun,Okay for the price,2025-02-11,Laptop,okayfortheprice
395,Pooja,Decent product,2025-11-22,Headphones,decentproduct
396,Manoj,Okay for the price,2025-11-08,Mobile App,okayfortheprice
397,Priya,Worst product ever,2025-06-28,Internet Service,worstproductever
398,Pooja,Decent product,2025-04-15,Headphones,decentproduct
399,Karthik,Poor quality and waste of money,2025-01-25,E-commerce,poorqualityandwasteofmoney
400,Karthik,Nothing special,2025-02-06,Smart Watch,nothingspecial
401,Pooja,Great service and fast delivery,2025-12-12,Laptop,greatserviceandfastdelivery
402,Pooja,"Amazing experience, highly recommend",2025-03-03,Headphones,amazingexperiencehighlyrecommend
403,Rahul,Okay for the price,2025-08-04,Headphones,okayfortheprice
404,Divya,"Amazing experience, highly recommend",2025-08-12,Laptop,amazingexperiencehighlyrecommend
405,Arun,Acceptable performance,2025-11-10,Headphones,acceptableperformance
406,Anitha,Okay for the price,2025-10-13,Laptop,okayfortheprice
407,Manoj,Very happy with the product,2025-06-14,Mobile App,veryhappywiththeproduct
408,Suresh,Delivery was too late,2025-06-13,E-commerce,deliverywastoolate
409,Divya,Okay for the price,2025-06-16,Laptop,okayfortheprice
410,Divya,Acceptable performance,2025-04-23,E-commerce,acceptableperformance
411,Karthik,Customer support did not respond,2025-07-30,Mobile,customersupportdidnotrespond
412,Suresh,Very bad experience and disappointed,2025-05-21,Laptop,verybadexperienceanddisappointed
413,Divya,Customer support did not respond,2025-09-12,Mobile,customersupportdidnotrespond
414,Arun,Acceptable performance,2025-05-02,E-commerce,acceptableperformance
415,Pooja,Decent product,2025-09-26,Banking App,decentproduct
416,Karthik,Great service and fast delivery,2025-06-09,Banking App,greatserviceandfastdelivery
417,Rahul,Customer support did not respond,2025-03-09,Mobile App,customersupportdidnotrespond
418,Rahul,Okay for the price,2025-05-28,E-commerce,okayfortheprice
419,Arun,Customer support did not respond,2025-10-02,Mobile App,customersupportdidnotrespond
420,Rahul,Nothing special,2025-03-27,Mobile,nothingspecial
421,Divya,Very bad experience and disappointed,2025-10-21,E-commerce,verybadexperienceanddisappointed
422,Suresh,Average experience,2025-04-17,Mobile,averageexperience
423,Priya,Worst product ever,2025-09-26,Laptop,worstproductever
424,Priya,Very happy with the product,2025-07-23,E-commerce,veryhappywiththeproduct
425,Sneha,Support team was very helpful,2025-11-22,Internet Service,supportteamwasveryhelpful
426,Suresh,Excellent quality and very satisfied,2025-06-07,Smart Watch,excellentqualityandverysatisfied
427,Karthik,Poor quality and waste of money,2025-02-11,Mobile,poorqualityandwasteofmoney
428,Manoj,Decent product,2025-02-12,Laptop,decentproduct
429,Arun,Excellent quality and very satisfied,2025-02-07,Headphones,excellentqualityandverysatisfied
430,Anitha,Decent product,2025-02-24,Headphones,decentproduct
431,Sneha,Okay for the price,2025-06-30,E-commerce,okayfortheprice
432,Manoj,Acceptable performance,2025-07-15,Smart Watch,acceptableperformance
433,Anitha,"Amazing experience, highly recommend",2025-04-10,Laptop,amazingexperiencehighlyrecommend
434,Sneha,Poor quality and waste of money,2025-12-08,Smart Watch,poorqualityandwasteofmoney
435,Sneha,Excellent quality and very satisfied,2025-01-19,Headphones,excellentqualityandverysatisfied
436,Rahul,Nothing special,2025-09-09,Internet Service,nothingspecial
437,Pooja,Support team was very helpful,2025-12-15,Mobile,supportteamwasveryhelpful
438,Divya,Poor quality and waste of money,2025-11-23,E-commerce,poorqualityandwasteofmoney
439,Divya,Great service and fast delivery,2025-09-07,Laptop,greatserviceandfastdelivery
440,Priya,Delivery was too late,2025-06-14,Laptop,deliverywastoolate
441,Suresh,Decent product,2025-10-03,Laptop,decentproduct
442,Anitha,Worst product ever,2025-06-16,Banking App,worstproductever
443,Karthik,Okay for the price,2025-08-27,Laptop,okayfortheprice
444,Rahul,Great service and fast delivery,2025-02-16,Smart Watch,greatserviceandfastdelivery
445,Suresh,Nothing special,2025-12-06,Internet Service,nothingspecial
446,Sneha,Average experience,2025-03-04,E-commerce,averageexperience
447,Divya,Great service and fast delivery,2025-04-22,Banking App,greatserviceandfastdelivery
448,Manoj,Nothing special,2025-07-11,Banking App,nothingspecial
449,Pooja,Decent product,2025-07-25,Mobile,decentproduct
450,Anitha,"Amazing experience, highly recommend",2025-10-05,Mobile App,amazingexperiencehighlyrecommend
451,Arun,Average experience,2025-09-09,Mobile,averageexperience
452,Manoj,Support team was very helpful,2025-08-22,Headphones,supportteamwasveryhelpful
453,Sneha,Excellent quality and very satisfied,2025-03-09,Smart Watch,excellentqualityandverysatisfied
454,Priya,Customer support did not respond,2025-07-06,Banking App,customersupportdidnotrespond
455,Arun,Acceptable performance,2025-07-19,Banking App,acceptableperformance
456,Divya,Very happy with the product,2025-09-10,Laptop,veryhappywiththeproduct
457,Anitha,Worst product ever,2025-07-06,Mobile,worstproductever
458,Suresh,"Amazing experience, highly recommend",2025-09-01,Banking App,amazingexperiencehighlyrecommend
459,Sneha,Acceptable performance,2025-05-14,Mobile,acceptableperformance
460,Rahul,Okay for the price,2025-10-01,Smart Watch,okayfortheprice
461,Rahul,Average experience,2025-08-17,Smart Watch,averageexperience
462,Divya,Worst product ever,2025-05-15,Mobile App,worstproductever
463,Arun,Nothing special,2025-02-14,Internet Service,nothingspecial
464,Karthik,Support team was very helpful,2025-03-12,Headphones,supportteamwasveryhelpful
465,Karthik,Worst product ever,2025-05-10,Laptop,worstproductever
466,Karthik,Worst product ever,2025-07-29,Banking App,worstproductever
467,Arun,Average experience,2025-01-23,Smart Watch,averageexperience
468,Pooja,Average experience,2025-10-20,Internet Service,averageexperience
469,Divya,Very bad experience and disappointed,2025-05-14,Mobile,verybadexperienceanddisappointed
470,Divya,Customer support did not respond,2025-05-20,E-commerce,customersupportdidnotrespond
471,Priya,Decent product,2025-02-07,Internet Service,decentproduct
472,Arun,"Amazing experience, highly recommend",2025-08-31,Headphones,amazingexperiencehighlyrecommend
473,Sneha,Great service and fast delivery,2025-12-11,Mobile App,greatserviceandfastdelivery
474,Suresh,Acceptable performance,2026-01-01,Laptop,acceptableperformance
475,Priya,Great service and fast delivery,2025-12-18,Smart Watch,greatserviceandfastdelivery
476,Arun,Customer support did not respond,2025-11-30,Internet Service,customersupportdidnotrespond
477,Suresh,Very happy with the product,2025-01-18,Laptop,veryhappywiththeproduct
478,Manoj,Decent product,2025-04-05,Mobile,decentproduct
479,Rahul,Customer support did not respond,2025-03-26,Mobile,customersupportdidnotrespond
480,Divya,Average experience,2025-03-13,Internet Service,averageexperience
481,Rahul,Poor quality and waste of money,2025-08-31,Banking App,poorqualityandwasteofmoney
482,Priya,Acceptable performance,2025-06-19,Headphones,acceptableperformance
483,Divya,Very bad experience and disappointed,2025-02-14,Laptop,verybadexperienceanddisappointed
484,Karthik,Very happy with the product,2025-11-05,Internet Service,veryhappywiththeproduct
485,Sneha,Average experience,2025-08-21,E-commerce,averageexperience
486,Priya,Acceptable performance,2025-05-11,Laptop,acceptableperformance
487,Karthik,Acceptable performance,2025-04-17,E-commerce,acceptableperformance
488,Suresh,Nothing special,2025-03-19,Mobile,nothingspecial
489,Priya,Average experience,2025-05-09,Mobile App,averageexperience
490,Sneha,Customer support did not respond,2025-04-27,Laptop,customersupportdidnotrespond
491,Rahul,Very happy with the product,2025-06-04,Mobile,veryhappywiththeproduct
492,Suresh,Nothing special,2025-02-16,Smart Watch,nothingspecial
493,Sneha,Nothing special,2025-02-09,Laptop,nothingspecial
494,Anitha,Support team was very helpful,2025-02-15,Internet Service,supportteamwasveryhelpful
495,Sneha,Very happy with the product,2025-03-27,E-commerce,veryhappywiththeproduct
496,Anitha,Nothing special,2025-02-13,Laptop,nothingspecial
497,Manoj,Very bad experience and disappointed,2025-09-10,Laptop,verybadexperienceanddisappointed
498,Sneha,Worst product ever,2025-10-06,Mobile App,worstproductever
499,Manoj,Okay for the price,2025-01-11,Laptop,okayfortheprice
500,Pooja,Very happy with the product,2025-07-31,Smart Watch,veryhappywiththeproduct
501,Priya,Worst product ever,2025-04-24,Internet Service,worstproductever
502,Rahul,Customer support did not respond,2025-06-18,Banking App,customersupportdidnotrespond
503,Arun,Excellent quality and very satisfied,2025-11-23,Mobile,excellentqualityandverysatisfied
504,Rahul,Customer support did not respond,2025-04-24,Smart Watch,customersupportdidnotrespond
505,Rahul,Delivery was too late,2025-09-17,Internet Service,deliverywastoolate
506,Suresh,Great service and fast delivery,2025-05-17,Smart Watch,greatserviceandfastdelivery
507,Karthik,Worst product ever,2025-12-06,Mobile App,worstproductever
508,Manoj,Nothing special,2025-10-03,Mobile,nothingspecial
509,Arun,Nothing special,2025-05-19,Internet Service,nothingspecial
510,Divya,Okay for the price,2025-11-22,E-commerce,okayfortheprice
511,Manoj,Average experience,2025-06-15,Banking App,averageexperience
512,Anitha,"Amazing experience, highly recommend",2025-10-04,Smart Watch,amazingexperiencehighlyrecommend
513,Anitha,Worst product ever,2025-11-05,Headphones,worstproductever
514,Karthik,Acceptable performance,2025-02-23,Mobile App,acceptableperformance
515,Arun,Acceptable performance,2025-07-05,Internet Service,acceptableperformance
516,Rahul,Very bad experience and disappointed,2025-06-30,Smart Watch,verybadexperienceanddisappointed
517,Suresh,Excellent quality and very satisfied,2025-01-15,Mobile App,excellentqualityandverysatisfied
518,Priya,Great service and fast delivery,2025-01-15,Smart Watch,greatserviceandfastdelivery
519,Sneha,Customer support did not respond,2025-09-03,Headphones,customersupportdidnotrespond
520,Pooja,Delivery was too late,2025-09-14,Mobile App,deliverywastoolate
521,Priya,Very bad experience and disappointed,2025-06-03,Mobile App,verybadexperienceanddisappointed
522,Suresh,Customer support did not respond,2025-10-05,E-commerce,customersupportdidnotrespond
523,Divya,Great service and fast delivery,2025-02-27,Headphones,greatserviceandfastdelivery
524,Karthik,"Amazing experience, highly recommend",2025-11-19,E-commerce,amazingexperiencehighlyrecommend
525,Suresh,Worst product ever,2025-12-13,Headphones,worstproductever
526,Sneha,Support team was very helpful,2025-05-13,Banking App,supportteamwasveryhelpful
527,Anitha,Delivery was too late,2025-04-04,Smart Watch,deliverywastoolate
528,Karthik,Worst product ever,2025-04-13,Headphones,worstproductever
529,Priya,Support team was very helpful,2025-02-06,Banking App,supportteamwasveryhelpful
530,Anitha,Delivery was too late,2025-10-19,Smart Watch,deliverywastoolate
531,Suresh,Great service and fast delivery,2025-08-01,Internet Service,greatserviceandfastdelivery
532,Arun,Poor quality and waste of money,2025-11-23,Mobile App,poorqualityandwasteofmoney
533,Karthik,Very happy with the product,2025-09-13,E-commerce,veryhappywiththeproduct
534,Pooja,Worst product ever,2025-08-02,Smart Watch,worstproductever
535,Rahul,Excellent quality and very satisfied,2025-05-24,Mobile,excellentqualityandverysatisfied
536,Priya,Nothing special,2025-06-19,E-commerce,nothingspecial
537,Arun,Support team was very helpful,2025-10-13,Banking App,supportteamwasveryhelpful
538,Arun,Customer support did not respond,2025-05-20,E-commerce,customersupportdidnotrespond
539,Suresh,Excellent quality and very satisfied,2025-04-07,Internet Service,excellentqualityandverysatisfied
540,Suresh,Average experience,2025-11-10,Laptop,averageexperience
541,Suresh,Excellent quality and very satisfied,2025-01-21,Smart Watch,excellentqualityandverysatisfied
542,Sneha,Worst product ever,2025-09-19,Headphones,worstproductever
543,Karthik,Delivery was too late,2025-12-27,Internet Service,deliverywastoolate
